metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata,,,
http_req_sending,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104909,398.5853,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104909,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104909,398.5853,,,,,,,,,contacts,,,,,,vu=6,,,,
ramping_vus_rate,1740104909,1,,,,,,,,,contacts,,,,,,vu=6,,,,
ramping_vus_counter,1740104909,1,,,,,,,,,contacts,,,,,,vu=6,,,,
data_sent,1740104909,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104909,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104909,809.2694,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104909,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104909,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104909,422.445,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104909,422.445,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104909,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104909,422.445,,,,,,,,,contacts,,,,,,vu=3,,,,
ramping_vus_rate,1740104909,1,,,,,,,,,contacts,,,,,,vu=3,,,,
ramping_vus_counter,1740104909,1,,,,,,,,,contacts,,,,,,vu=3,,,,
http_reqs,1740104909,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104909,445.6469,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104909,445.6469,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104909,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104909,445.6469,,,,,,,,,contacts,,,,,,vu=4,,,,
ramping_vus_rate,1740104909,1,,,,,,,,,contacts,,,,,,vu=4,,,,
ramping_vus_counter,1740104909,1,,,,,,,,,contacts,,,,,,vu=4,,,,
http_reqs,1740104909,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104909,454.2565,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104909,454.2565,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104909,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104909,454.2565,,,,,,,,,contacts,,,,,,vu=1,,,,
ramping_vus_rate,1740104909,1,,,,,,,,,contacts,,,,,,vu=1,,,,
ramping_vus_counter,1740104909,1,,,,,,,,,contacts,,,,,,vu=1,,,,
http_reqs,1740104909,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104909,456.3067,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104909,456.3067,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104909,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104909,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104909,456.3067,,,,,,,,,contacts,,,,,,vu=7,,,,
ramping_vus_rate,1740104909,1,,,,,,,,,contacts,,,,,,vu=7,,,,
ramping_vus_counter,1740104909,1,,,,,,,,,contacts,,,,,,vu=7,,,,
vus,1740104909,6,,,,,,,,,,,,,,,,,,,
vus_max,1740104909,10,,,,,,,,,,,,,,,,,,,
data_sent,1740104909,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104909,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104909,903.7888,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104909,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104910,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104910,452.6388,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104910,452.6388,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104910,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104910,452.6388,,,,,,,,,contacts,,,,,,vu=5,,,,
ramping_vus_rate,1740104910,1,,,,,,,,,contacts,,,,,,vu=5,,,,
ramping_vus_counter,1740104910,1,,,,,,,,,contacts,,,,,,vu=5,,,,
data_sent,1740104910,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104910,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104910,967.1028,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104910,1,,,,,,,,,contacts,,,,,,,,,,
data_sent,1740104910,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104910,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104910,1021.3677,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104910,1,,,,,,,,,contacts,,,,,,,,,,
data_sent,1740104910,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104910,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104910,963.959,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104910,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104910,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104910,439.0696,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104910,0.7421,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104910,438.3275,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104910,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104910,439.0696,,,,,,,,,contacts,,,,,,vu=6,,,,
ramping_vus_rate,1740104910,1,,,,,,,,,contacts,,,,,,vu=6,,,,
ramping_vus_counter,1740104910,1,,,,,,,,,contacts,,,,,,vu=6,,,,
data_sent,1740104910,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104910,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104910,966.9583,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104910,1,,,,,,,,,contacts,,,,,,,,,,
data_sent,1740104910,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104910,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104910,968.0069,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104910,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104910,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104910,433.2408,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104910,433.2408,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104910,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104910,433.2408,,,,,,,,,contacts,,,,,,vu=3,,,,
ramping_vus_rate,1740104910,1,,,,,,,,,contacts,,,,,,vu=3,,,,
ramping_vus_counter,1740104910,1,,,,,,,,,contacts,,,,,,vu=3,,,,
http_reqs,1740104910,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104910,400.4381,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104910,400.4381,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104910,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104910,400.4381,,,,,,,,,contacts,,,,,,vu=1,,,,
ramping_vus_rate,1740104910,1,,,,,,,,,contacts,,,,,,vu=1,,,,
ramping_vus_counter,1740104910,1,,,,,,,,,contacts,,,,,,vu=1,,,,
http_reqs,1740104910,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104910,397.4921,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104910,397.4921,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104910,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104910,397.4921,,,,,,,,,contacts,,,,,,vu=7,,,,
ramping_vus_rate,1740104910,1,,,,,,,,,contacts,,,,,,vu=7,,,,
ramping_vus_counter,1740104910,1,,,,,,,,,contacts,,,,,,vu=7,,,,
data_sent,1740104910,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104910,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104910,942.7949,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104910,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104910,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104910,396.2126,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104910,395.2022,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104910,1.0104,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104910,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104910,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104910,396.2126,,,,,,,,,contacts,,,,,,vu=5,,,,
ramping_vus_rate,1740104910,1,,,,,,,,,contacts,,,,,,vu=5,,,,
ramping_vus_counter,1740104910,1,,,,,,,,,contacts,,,,,,vu=5,,,,
vus,1740104910,7,,,,,,,,,,,,,,,,,,,
vus_max,1740104910,10,,,,,,,,,,,,,,,,,,,
data_sent,1740104911,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104911,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104911,937.5684,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104911,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104911,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104911,377.8116,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104911,836.475,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104911,437.66,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104911,398.815,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104911,377.8116,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104911,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104911,377.8116,,,,,,,,,contacts,,,,,,vu=2,,,,
ramping_vus_rate,1740104911,1,,,,,,,,,contacts,,,,,,vu=2,,,,
ramping_vus_counter,1740104911,1,,,,,,,,,contacts,,,,,,vu=2,,,,
data_sent,1740104911,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104911,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104911,911.4442,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104911,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104911,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104911,408.4775,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104911,0.5463,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_sending,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_waiting,1740104911,408.4775,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_receiving,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_failed,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
checks,1740104911,1,Verify response status = 200,,,,,,,,contacts,,,,,,,,,,
ramping_vus_trend,1740104911,408.4775,,,,,,,,,contacts,,,,,,vu=6,,,,
ramping_vus_rate,1740104911,1,,,,,,,,,contacts,,,,,,vu=6,,,,
ramping_vus_counter,1740104911,1,,,,,,,,,contacts,,,,,,vu=6,,,,
data_sent,1740104911,110,,,,,,,,,contacts,,,,,,,,,,
data_received,1740104911,711,,,,,,,,,contacts,,,,,,,,,,
iteration_duration,1740104911,899.1762,,,,,,,,,contacts,,,,,,,,,,
iterations,1740104911,1,,,,,,,,,contacts,,,,,,,,,,
http_reqs,1740104911,1,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_duration,1740104911,1240.0543,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_blocked,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_connecting,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
http_req_tls_handshaking,1740104911,0,,,,TRUE,,GET,https://test.k6.io/contacts.php,HTTP/1.1,contacts,,200,,tls1.3,https://test.k6.io/contacts.php,,,,,
